-2.18607,-1.01749
2.88865,0.515905
1.23348,1.79042
2.05743,0.106397
0.50208,0.278325
-2.01166,0.355568
0.227503,0.435205
0.142496,1.1229
0.518395,0.215029
-0.750932,0.361778
-0.431477,-0.841871
-0.106058,1.37786
1.31886,0.792628
0.354356,-1.29832
0.521123,-0.910994
-0.142283,-0.660528
0.0813829,-1.25101
-0.479445,0.35513
0.52204,1.02117
-1.24997,3.12549
-0.89628,1.50438
-0.42102,-0.252116
0.0364472,-1.43257
-0.601149,1.18904
1.2523,0.153207
1.18935,-1.39675
0.701435,0.936445
0.0460489,1.81758
-0.933954,-0.984605
-0.353222,-0.10335
1.38108,-0.465872
-0.0251215,0.119782
-0.3415,0.683935
-0.778162,-0.532989
-1.06255,-0.99639
0.767768,-0.433575
2.09877,0.0185037
0.23688,0.770271
1.63791,0.482876
-0.273923,-1.09701
-0.359279,0.40941
-1.28933,-1.08444
-1.30679,0.54955
1.03506,0.697448
0.337947,-0.19728
-1.67061,-1.11372
1.25864,0.033488
0.0546783,-0.587189
-1.6516,0.326469
0.18574,1.2618
1.04698,1.25062
-0.323578,0.588612
-1.15428,-0.0116072
-0.674269,0.783163
1.90251,1.04329
1.03885,-2.17271
0.168579,0.608425
-0.21043,0.191115
1.02419,1.15989
-0.469373,-0.0143688
0.607668,0.679705
-0.509233,-3.14418
-0.695354,0.870353
0.478088,-0.657536
-0.345082,-1.67081
0.317541,-0.830256
-0.595943,0.495502
0.284426,0.8688
1.35659,-0.00287573
0.363108,-0.679522
0.0782413,-0.127253
0.439939,-0.868794
-0.89797,0.538676
0.74022,0.294862
-1.37964,-0.0393913
1.12245,0.887936
-0.148519,0.129029
-0.337782,0.883929
-0.499833,-1.92702
0.0322274,0.328857
0.56346,-0.530752
0.744271,-1.69026
0.132826,-1.16272
0.827487,-0.550676
-0.575455,-0.136211
-0.292728,-1.70531
-2.49439,0.616049
-0.814939,0.212207
-0.211509,0.15953
-0.0326032,-1.18823
0.977308,1.07888
-1.88184,0.470029
-0.282861,0.0478843
-0.954078,0.847577
1.4058,-1.35379
0.169091,-0.0734625
0.548145,-0.552573
-0.347334,0.313825
0.596922,-0.683689
0.38442,0.277503
-1.09359,-0.780843
1.77079,1.37145
0.73636,0.993438
2.53576,2.48936
0.485458,1.01866
-0.0126737,0.571212
1.07289,0.309452
1.60242,1.9534
1.48444,0.998219
-0.144926,0.0260555
0.179861,0.735067
3.79627,3.26369
1.42053,2.53784
1.54506,2.17693
0.0990741,1.02102
0.452006,-0.257716
1.68764,2.26962
1.61749,0.998216
