KL_01,KL_02,KL_03,KL_12,KL_13,KL_23,KLmean,KLmax,logL,logL.1,step
9102.0,300.0700992125251,5802.583625583081,14311.493982250919,1053.5945187760776,14237.563698681124,7467.884320750622,14311.493982250919,-123724.0,,
1743.800058225236,4587.242254423136,1017.2612494666549,420.971563178823,43916.60106692653,1518.8325820336356,8867.451462375668,43916.60106692653,-37755.4,,
18939.791805292003,3993.9122526909264,413.7561038188353,2064.219840429784,1695.0060421749165,1684.3971503636426,4798.513865795018,18939.791805292003,-54014.7,-3987.94,114.0
179214.02935181127,41808.088650870865,68082.74555244553,115.52152387964563,85.28441513650141,119.13954275261565,48237.46817281607,179214.02935181127,-23763.3,,1.0
9.27727351015688,198.04633430342471,110.07914071432411,407.78863309858514,479.4656342166352,96.0265402438548,216.78059268116343,479.4656342166352,-21425.7,,
254.36176680352295,19.290641538921655,333.4525114144108,447.83756593627896,268.87303499554173,1381.7482573788416,450.9272963445863,1381.7482573788416,-67623.1,-3987.94,735.0
1979.8965950698735,4458.001361065282,427.7256135755414,1475.6463607543774,93.01069438120436,242.4215239217787,1446.1170247946764,4458.001361065282,-86379.5,,
475.81817122926617,497.78278250252777,2748.991817266546,5422.5374240603405,7926.966738439253,213.1014573980557,2880.8663984826653,7926.966738439253,-93324.4,-3987.94,100.0
708.6519298563417,3681.3434863150883,285.2718231174266,33023.316937928255,2019.036304495435,863.3022605234312,6763.487123705996,33023.316937928255,-49807.8,,
128.61642227500295,182.78381549405546,4721.845817045914,1030.7120302895996,3802.758668101246,502.56642837712315,1728.213863597157,4721.845817045914,-38757.1,,
152.90296719829803,4589.9351905832655,1304.1724813885994,1801.9866717326213,232.87172783345406,6306.903421532484,2398.1287433781204,6306.903421532484,-33906.6,-4053.14,99.0
72902.56201679906,1623.865761784617,389.7226182719684,36385.07154257627,12024.996869706749,537.5675418485031,20643.964391831196,72902.56201679906,-71921.8,,
919.6094561942728,57.88045819183274,4816.603995092381,109.03562998493564,2399.7356979252586,2653.332714595565,1826.0329919973744,4816.603995092381,-52206.2,,
8.407313651735063,413.90252809419854,172.52919181762283,1724.324944475805,74.21107645214542,5856.092270482848,1374.9112208290592,5856.092270482848,-43863.5,,1.0
3936.9356548915325,73.27801310435895,3149.674270147648,407.56853268948623,2628.0999560626196,825.0668922598834,1836.7705531925883,3936.9356548915325,-32041.2,,
363.2246017852234,3227.480598319057,7265.5810627395,4974.198537545259,1611.9556612503718,9231.058893339727,4445.583225829857,9231.058893339727,-inf,,1.0
4122.900055384688,574.6682837373896,359.95505465380313,237.33766904210373,582.5859102613481,28.798406944594692,984.3742300039877,4122.900055384688,-35620.3,,
473.220441477041,1528.7387369007342,286.0712208851624,858.847559557743,1405.4534694576366,141.24572762518068,782.2628593172498,1528.7387369007342,-49266.7,,
5966.816280828772,26.248024041954622,19.54005497085227,12498.312378848961,9010.693475392853,44.44656816647343,4594.342797041644,12498.312378848961,-76571.0,,
209.39767667284747,101.32795957647063,159.6345658872953,5.198241747884456,68.39996488159595,27.224233212244027,95.19710699638965,209.39767667284747,-29674.8,,
23417.13483280098,393850.6385117395,9455.665636320262,1058.4911233588164,78.59749127762375,378.657396781873,71373.19749871318,393850.6385117395,-31879.1,,1.0
99.88785306597394,488.57545281477627,225.2765641706913,6703.199728427213,230.7941374398126,7245.995292178746,2498.954838016202,7245.995292178746,-34607.4,-3987.94,119.0
1412.125832293883,4135.064180020123,3173.837934534616,154.23782043290421,330.4892733793441,307.2721320064662,1585.5045287778894,4135.064180020123,-79361.1,,
4249.684092373953,1375.166261495593,99.63537021314131,2687.088981807888,401.4406583547068,877.1652542430799,1615.0301030813935,4249.684092373953,-27099.6,,
17848.949073264164,5636.400328330761,7065.826553324787,325.92950484504576,229.11124987541655,292.0011651038928,5233.036312457344,17848.949073264164,-9189.43,,
3046.1252031974113,15852.272273955237,1613.7429153309322,419.2942429780403,85.53755208476598,505.59806527471153,3587.09504213685,15852.272273955237,-206173.0,,
1382.0454373490027,2616.223628363252,5517.311584778081,380.7993877044575,755.3854520987967,57.503945190723506,1784.8782392473856,5517.311584778081,-68058.0,-3987.94,121.0
146.52939896142652,29.207896404951047,1073.4673073652705,222.95418701328995,284.37244022172325,1263.57315840948,503.35073139602355,1263.57315840948,-57909.0,-3987.94,104.0
231.2151817488685,2866.8644588186644,717.0547495475746,1180.842588996835,392.9167325697352,229.2468619651852,936.3567622744772,2866.8644588186644,-58964.0,,
133.51094058452185,31.47613219114136,1738.65402595191,1417.4080225896612,13073.851517227715,765.2976204157932,2860.0330431601237,13073.851517227715,-79287.6,,
157.19188502753934,155.3406320840705,2.5185807751642675,155.3414987714867,179.98340112275892,78.84953844246122,121.53758937058016,179.98340112275892,-18115.4,,
8631.208543060673,25060.14246749287,2075.7216992816457,59.36569985395951,42.804096750900236,465.3293027218756,6055.761968193655,25060.14246749287,-50440.8,,
177.73007912772002,794.5890731197774,1420.0031037555088,1367.196388041349,183.05869571798456,1406.8975890465838,891.5791548014872,1420.0031037555088,-94558.9,-3987.94,178.0
18.65770823140153,17196.819659401135,242.358480613856,20704.281361734753,437.1304355757518,61645.57212615364,16707.469961951756,61645.57212615364,-117189.0,,
97482.36562860046,215.8567412223697,962.1590769985213,19779.819831432505,1307.6983616511993,739.222449374777,20081.187014879968,97482.36562860046,-57930.3,,1.0
21.220445811978617,134.9496025531294,296.4398948283483,249.659038737921,1113.3142029122923,970.4957238406471,464.3464847807195,1113.3142029122923,-36939.8,,
3242.4527572450033,62020.08233756507,46552.26676126119,9086.27726321489,12981.434263241503,128891.43718933422,43795.65842864365,128891.43718933422,-125139.0,,1.0
197.72555928211398,7024.548875878474,46298.812269143506,26.83431128953083,1474.2267097044817,508.09261874838023,9255.04005734108,46298.812269143506,-77071.6,,1.0
99.89095229463204,387.95016720236225,283.23449337236184,430.2292867221088,317.58262754305395,41.59790038706728,260.080904586931,430.2292867221088,-53425.8,-3987.94,125.0
2074.1166272309533,6314.442676357726,86.33938120354289,3632.6437906155334,388.52666406233834,1777.8309810594706,2378.983353421594,6314.442676357726,-93118.9,,1.0
37.968708888678904,1037.314960096122,51.85018912912383,3898.5567161599306,1560.5608155134237,110.46806458276212,1116.1199090616735,3898.5567161599306,-14389.2,,
389.071720515733,185.16338998849372,365.49373964816255,910.5819337297346,1497.1284885727434,46.05712692373655,565.5827332297673,1497.1284885727434,-102227.0,-3987.94,107.0
925.532775812555,2.853885527082323,22.972571867271697,1401.245511671764,1749.7924272431846,30.097848380309255,688.7491700836945,1749.7924272431846,-78470.5,,
1472.2839466598077,936.4796120003108,4999.099188848771,642.0151609100874,4048.2306580702893,384.630641148989,2080.456534606376,4999.099188848771,-60545.0,,1.0
